"product_id","product_name","price","battery_life","weight","cleaning_mode","warranty_years","stock_availability","user_rating","release_date"
"RB-0497","692acbc0 Cleaner","699.54",2,"2","Dry",2,"In Stock","3.4","2021-06-11"
"RB-0498","66b0d352 Cleaner","884.15",7,"3.04","Hybrid",5,"Pre-Order","3.9","2024-07-11"
"RB-0499","367b20b0 Cleaner","209.33",3,"2.77","Hybrid",2,"In Stock","3.4","2022-04-13"
"RB-0500","3db485ad Cleaner","833.41",1,"3.14","Wet",4,"Pre-Order","4.4","2023-06-06"
"RB-0501","61e2367c Cleaner","407.57",2,"3.09","Wet",3,"In Stock","3.1","2024-02-25"
"RB-0502","57d6e70d Cleaner","366.55",4,"2.83","Hybrid",2,"Pre-Order","4.6","2022-02-14"
"RB-0503","6c13cb1f Cleaner","888.53",7,"2.98","Hybrid",2,"Out of Stock","3.9","2024-02-25"
"RB-0504","B47ff164 Cleaner","948.70",9,"3.54","Dry",2,"In Stock","3.2","2020-03-10"
"RB-0505","78259d70 Cleaner","523.85",1,"4.26","Hybrid",3,"Out of Stock","3.1","2023-07-07"
"RB-0506","9a767981 Cleaner","212.32",3,"4.74","Hybrid",2,"Out of Stock","3.2","2020-03-28"
"RB-0507","C7ee9df7 Cleaner","622.75",3,"3.91","Hybrid",3,"Out of Stock","3.8","2020-09-18"
"RB-0508","C9cbe141 Cleaner","455.60",3,"2.99","Hybrid",5,"Out of Stock","4.5","2023-01-06"
"RB-0509","4eb6f42b Cleaner","493.21",5,"2.31","Dry",4,"Out of Stock","4.1","2020-02-21"
"RB-0510","9feb6822 Cleaner","360.87",4,"3.04","Dry",2,"Out of Stock","3.7","2024-04-22"
"RB-0511","D1151180 Cleaner","488.22",9,"3.3","Dry",3,"In Stock","3.3","2022-01-06"
"RB-0512","161d0411 Cleaner","571.00",7,"2.56","Dry",4,"In Stock","3.2","2022-01-16"
"RB-0513","39c268de Cleaner","521.81",2,"4.59","Hybrid",3,"Pre-Order","4.3","2024-04-03"
"RB-0514","1452639f Cleaner","304.21",6,"3.54","Dry",2,"In Stock","4.3","2024-05-31"
"RB-0515","Fdf4e4fe Cleaner","803.50",7,"4.45","Dry",2,"In Stock","4.3","2021-08-23"
"RB-0516","7134c535 Cleaner","420.35",7,"3.88","Dry",5,"Out of Stock","4.4","2023-11-14"
"RB-0517","Fbe4cb8d Cleaner","863.29",9,"2.13","Hybrid",2,"Out of Stock","3.1","2022-06-25"
"RB-0518","F1ebe517 Cleaner","409.74",5,"4.19","Hybrid",4,"In Stock","4.5","2021-04-10"
"RB-0519","Cbfba7c4 Cleaner","414.07",8,"4.63","Hybrid",2,"Out of Stock","4.8","2023-08-06"
"RB-0520","9cfd0104 Cleaner","566.93",8,"3.63","Dry",1,"Pre-Order","3.5","2021-06-08"
"RB-0521","545ae4cd Cleaner","255.25",1,"4.19","Dry",1,"Pre-Order","4.5","2023-07-31"
"RB-0522","16f1586c Cleaner","335.97",8,"3.7","Wet",4,"Pre-Order","3.5","2024-12-11"
"RB-0523","4590b4b5 Cleaner","827.88",6,"4","Wet",1,"In Stock","3.3","2020-05-23"
"RB-0524","78d085cb Cleaner","804.28",5,"3.01","Hybrid",1,"In Stock","4.8","2024-06-22"
"RB-0525","381acc18 Cleaner","328.74",7,"2.84","Hybrid",3,"Pre-Order","4.8","2022-08-03"
"RB-0526","2523793d Cleaner","576.37",6,"4.85","Hybrid",1,"Pre-Order","4.4","2022-11-07"
"RB-0527","E5b562f4 Cleaner","309.27",4,"3.56","Hybrid",1,"Out of Stock","4.4","2023-04-26"
"RB-0528","F06ce5e6 Cleaner","971.96",8,"4.75","Wet",3,"Pre-Order","4.5","2024-10-01"
"RB-0529","D7a24857 Cleaner","928.38",6,"2.27","Wet",4,"Pre-Order","4.3","2021-02-14"
"RB-0530","2cb20b02 Cleaner","451.34",8,"4.52","Dry",5,"In Stock","4.5","2022-04-02"
"RB-0531","216178df Cleaner","598.96",10,"4.74","Hybrid",5,"In Stock","4.8","2023-12-21"
"RB-0532","F058c065 Cleaner","424.90",6,"3.61","Wet",5,"In Stock","3.6","2024-11-24"
"RB-0533","C1916551 Cleaner","665.80",3,"2.53","Dry",1,"Pre-Order","4.4","2024-01-24"
"RB-0534","C7632f39 Cleaner","819.86",3,"2.55","Hybrid",5,"In Stock","4.4","2023-09-05"
"RB-0535","2fca62ff Cleaner","618.98",4,"2.58","Dry",1,"In Stock","4.3","2020-12-29"
"RB-0536","23fa1e21 Cleaner","733.29",8,"3.02","Hybrid",2,"Pre-Order","4.5","2022-12-29"
"RB-0537","A69a3ca2 Cleaner","237.38",5,"3.66","Wet",3,"Pre-Order","3.8","2022-11-13"
"RB-0538","Daeedef0 Cleaner","503.76",5,"3.74","Hybrid",1,"In Stock","4.5","2024-11-03"
"RB-0539","090d45d0 Cleaner","584.47",8,"4.14","Wet",4,"Pre-Order","3.9","2022-06-04"
"RB-0540","Cdcc93bd Cleaner","281.75",3,"3.84","Hybrid",2,"Pre-Order","3.8","2021-09-16"
"RB-0541","48b23052 Cleaner","525.44",9,"2.58","Dry",5,"In Stock","4.7","2024-02-16"
"RB-0542","99e7214e Cleaner","858.80",6,"3.24","Hybrid",3,"Out of Stock","3.9","2022-07-29"
"RB-0543","1f5f1138 Cleaner","348.61",2,"2.09","Hybrid",2,"Out of Stock","4.4","2024-01-20"
"RB-0544","25071891 Cleaner","210.14",7,"4.25","Dry",4,"Out of Stock","4.6","2021-06-24"
"RB-0545","C1318dd3 Cleaner","232.95",5,"2.86","Hybrid",3,"Pre-Order","3.1","2024-01-11"
"RB-0546","5c12c52f Cleaner","867.00",1,"2.71","Dry",5,"Out of Stock","3.1","2024-07-18"
"RB-0547","20c88125 Cleaner","585.45",4,"2.01","Wet",3,"Out of Stock","3.3","2022-02-17"
"RB-0548","8823e805 Cleaner","470.10",6,"2.37","Wet",3,"In Stock","4.6","2020-12-04"
"RB-0549","227a34ad Cleaner","286.25",7,"2.29","Hybrid",2,"Out of Stock","4.7","2022-07-23"
"RB-0550","Cd846e08 Cleaner","583.31",4,"4.77","Hybrid",2,"Pre-Order","4.1","2024-02-01"
"RB-0551","6ca30cb5 Cleaner","357.69",5,"3.44","Hybrid",2,"In Stock","3.7","2020-03-02"
"RB-0552","6fff4b6e Cleaner","423.09",4,"2.05","Hybrid",4,"Out of Stock","4.8","2024-08-31"
"RB-0553","704920a4 Cleaner","409.77",4,"2.16","Wet",1,"Pre-Order","3.6","2021-08-18"
"RB-0554","73e6a392 Cleaner","516.13",8,"4.56","Wet",2,"In Stock","4.9","2020-10-29"
"RB-0555","1791756a Cleaner","298.45",3,"3.16","Hybrid",3,"Out of Stock","4.1","2020-02-07"
"RB-0556","9865560b Cleaner","244.91",4,"3.37","Dry",4,"Out of Stock","4.7","2023-06-22"
"RB-0557","5dbe52b5 Cleaner","459.17",7,"2.41","Hybrid",2,"In Stock","3.6","2022-06-15"
"RB-0558","Eb98ed3f Cleaner","501.09",8,"4.28","Dry",4,"Pre-Order","4.4","2021-03-09"
"RB-0559","53f58a44 Cleaner","232.46",5,"3.64","Hybrid",1,"In Stock","3.3","2023-03-23"
"RB-0560","Bf9a72b1 Cleaner","705.79",6,"4.57","Dry",4,"Pre-Order","4.8","2022-03-02"
"RB-0561","D9409658 Cleaner","570.64",1,"4.66","Hybrid",3,"In Stock","4.3","2021-04-05"
"RB-0562","05f01930 Cleaner","569.86",2,"2.43","Hybrid",2,"In Stock","4.4","2021-03-10"
"RB-0563","4a5c00d2 Cleaner","679.22",4,"2.8","Dry",5,"In Stock","4.2","2021-05-21"
"RB-0564","Bed41172 Cleaner","837.00",6,"2.53","Wet",2,"Out of Stock","3.9","2020-04-13"
"RB-0565","E7d65742 Cleaner","400.66",5,"4.04","Hybrid",4,"Out of Stock","3.6","2020-02-22"
"RB-0566","B8f7d7cf Cleaner","377.10",6,"3.53","Wet",2,"In Stock","4.6","2020-03-06"
"RB-0567","53b308e0 Cleaner","245.68",6,"4.07","Hybrid",3,"Pre-Order","4.5","2021-06-17"
"RB-0568","6f14580c Cleaner","425.28",2,"4.87","Wet",3,"In Stock","3.3","2022-07-12"
"RB-0569","Eec842b2 Cleaner","664.38",7,"4.97","Wet",4,"In Stock","3.0","2024-01-05"
"RB-0570","Db902276 Cleaner","862.42",6,"4.68","Dry",3,"Out of Stock","4.8","2024-05-10"
"RB-0571","8c8bf58a Cleaner","271.86",7,"2.42","Wet",3,"Pre-Order","3.4","2021-10-22"
"RB-0572","6234efe7 Cleaner","642.09",2,"4.58","Hybrid",2,"Pre-Order","3.8","2023-02-27"
"RB-0573","F4cf13a4 Cleaner","235.78",4,"2.2","Wet",3,"Pre-Order","3.0","2022-10-21"
"RB-0574","469f145c Cleaner","892.88",3,"3.38","Hybrid",3,"Pre-Order","4.5","2022-08-07"
"RB-0575","563c1499 Cleaner","623.92",4,"3.24","Dry",2,"Out of Stock","4.0","2020-07-13"
"RB-0576","Dc0eb595 Cleaner","849.56",9,"3.52","Dry",3,"In Stock","4.8","2021-06-20"
"RB-0577","Aa71ae77 Cleaner","648.84",5,"3.59","Wet",4,"In Stock","3.4","2024-06-20"
"RB-0578","6ec8960b Cleaner","422.65",8,"2.34","Hybrid",2,"Pre-Order","4.6","2022-12-05"
"RB-0579","E00bb255 Cleaner","967.66",3,"2.82","Wet",1,"In Stock","3.4","2022-07-20"
"RB-0580","10e70c00 Cleaner","396.35",1,"3.43","Wet",3,"Pre-Order","4.8","2022-12-22"
"RB-0581","B35efb38 Cleaner","465.69",8,"3.78","Dry",3,"Pre-Order","3.8","2023-08-21"
"RB-0582","52f4eaf2 Cleaner","565.33",5,"4.85","Dry",1,"Pre-Order","3.4","2021-06-03"
"RB-0583","4da022b3 Cleaner","639.98",9,"4.41","Hybrid",3,"Out of Stock","4.9","2024-01-06"
"RB-0584","68df2c81 Cleaner","587.21",2,"2.26","Dry",3,"In Stock","3.2","2020-12-19"
"RB-0585","67be77fe Cleaner","375.75",9,"2.89","Dry",2,"Pre-Order","4.1","2023-03-06"
"RB-0586","7d9524b2 Cleaner","674.23",2,"2.72","Wet",1,"Pre-Order","4.8","2021-06-23"
"RB-0587","878ec706 Cleaner","744.50",3,"3.63","Dry",4,"Out of Stock","3.4","2022-10-26"
"RB-0588","E82f22af Cleaner","846.18",3,"2.83","Hybrid",4,"Out of Stock","4.6","2024-10-15"
"RB-0589","F570cda1 Cleaner","844.85",6,"4.4","Hybrid",1,"Pre-Order","3.1","2024-05-28"
"RB-0590","A77794c1 Cleaner","333.89",7,"4.98","Hybrid",5,"Pre-Order","3.9","2024-02-07"
"RB-0591","Eebdc47d Cleaner","278.52",8,"4.59","Hybrid",2,"Out of Stock","4.6","2022-07-04"
"RB-0592","B780cd3d Cleaner","359.41",1,"3.46","Hybrid",2,"In Stock","4.7","2020-10-04"
"RB-0593","8c4f713b Cleaner","746.05",3,"4.33","Wet",1,"Out of Stock","3.8","2021-02-23"
"RB-0594","B20d58dd Cleaner","706.84",3,"2.58","Dry",3,"Out of Stock","3.0","2023-01-06"
"RB-0595","2d8193b8 Cleaner","877.73",4,"3.6","Hybrid",3,"Out of Stock","4.4","2021-03-27"
"RB-0596","336fdd36 Cleaner","820.59",8,"3.73","Dry",4,"Pre-Order","3.9","2020-12-30"
"RB-0597","4ac2e909 Cleaner","366.18",4,"3.7","Dry",2,"In Stock","3.1","2021-07-31"
"RB-0598","64004eab Cleaner","301.68",4,"4.98","Dry",4,"In Stock","4.9","2022-12-13"
"RB-0599","33f1cb97 Cleaner","654.40",5,"3.35","Wet",5,"In Stock","3.0","2023-11-07"
"RB-0600","9414c42e Cleaner","646.44",2,"3.4","Hybrid",4,"In Stock","3.9","2020-02-26"
"RB-0601","3c549c20 Cleaner","995.56",8,"3.13","Dry",3,"Pre-Order","4.3","2021-04-24"
"RB-0602","2a1e769e Cleaner","443.45",4,"2.08","Wet",5,"Out of Stock","3.9","2024-02-17"
"RB-0603","00058d97 Cleaner","866.06",7,"4.59","Wet",1,"Out of Stock","3.9","2023-09-27"
"RB-0604","Ccc98a72 Cleaner","860.17",8,"2.99","Dry",3,"Pre-Order","4.6","2024-04-11"
"RB-0605","6b21d357 Cleaner","586.23",2,"2.15","Wet",5,"In Stock","4.5","2020-11-16"
"RB-0606","2b3c2bb9 Cleaner","212.58",8,"3.64","Dry",3,"In Stock","3.5","2022-11-23"
"RB-0607","65b172f2 Cleaner","397.57",8,"2.08","Hybrid",4,"In Stock","4.7","2022-12-13"
"RB-0608","4a8ba3a3 Cleaner","653.03",1,"3.62","Dry",1,"Pre-Order","3.4","2023-09-10"
"RB-0609","99053da7 Cleaner","387.29",6,"4.65","Wet",1,"Pre-Order","3.6","2020-05-29"
"RB-0610","94a14edb Cleaner","957.73",9,"4.85","Hybrid",3,"In Stock","3.1","2020-08-05"
"RB-0611","822fb6f8 Cleaner","400.30",8,"2.48","Hybrid",2,"Out of Stock","3.5","2024-09-19"
"RB-0612","Bf37f356 Cleaner","761.00",9,"3.7","Wet",2,"Pre-Order","4.1","2023-06-05"
"RB-0613","B329976a Cleaner","431.50",3,"4.68","Dry",2,"Out of Stock","3.6","2020-08-21"
"RB-0614","Cb04be61 Cleaner","963.16",2,"3.85","Wet",1,"Pre-Order","3.4","2022-05-24"
"RB-0615","30ff34db Cleaner","508.48",8,"2.21","Dry",3,"Out of Stock","4.0","2021-08-03"
"RB-0616","F2fd6d80 Cleaner","249.77",7,"3.34","Dry",2,"Pre-Order","3.0","2020-11-08"
"RB-0617","7e51273c Cleaner","928.14",7,"3.18","Hybrid",3,"Pre-Order","4.1","2023-07-17"
"RB-0618","Eefb425d Cleaner","918.98",7,"4.26","Hybrid",3,"Pre-Order","3.8","2023-01-30"
"RB-0619","D780b223 Cleaner","462.36",10,"4.89","Hybrid",2,"Out of Stock","4.3","2020-07-12"
"RB-0620","C6d27f7e Cleaner","293.60",5,"2.93","Dry",4,"Out of Stock","4.5","2022-01-23"
"RB-0621","F2c9a1ff Cleaner","605.24",2,"3.35","Hybrid",4,"Pre-Order","3.0","2022-06-24"
"RB-0622","Ace89c33 Cleaner","208.02",4,"3.82","Dry",3,"In Stock","3.8","2023-03-08"
"RB-0623","8b2abe60 Cleaner","348.22",5,"2.15","Wet",5,"In Stock","3.0","2020-03-27"
"RB-0624","375ca26f Cleaner","546.60",5,"4.79","Wet",1,"Out of Stock","3.5","2024-11-22"
"RB-0625","C76c7cd6 Cleaner","709.86",1,"4.28","Hybrid",5,"Out of Stock","4.7","2020-06-18"
"RB-0626","0647ae36 Cleaner","933.27",1,"4.08","Wet",4,"Pre-Order","5.0","2023-03-27"
"RB-0627","C4525d05 Cleaner","258.55",3,"2.6","Wet",3,"Out of Stock","3.7","2022-02-16"
"RB-0628","Bd3227e1 Cleaner","682.00",5,"2.05","Wet",4,"Pre-Order","5.0","2021-02-16"
"RB-0629","B07f5bfa Cleaner","542.76",3,"2.07","Hybrid",2,"In Stock","4.7","2024-06-26"
"RB-0630","56f26a8a Cleaner","221.28",9,"4.23","Hybrid",5,"Pre-Order","5.0","2020-04-25"
"RB-0631","98595871 Cleaner","690.89",4,"4.91","Wet",1,"Pre-Order","3.4","2021-04-22"
"RB-0632","9cf18c6c Cleaner","282.61",8,"4.89","Wet",4,"Out of Stock","4.0","2020-05-23"
"RB-0633","A7dfbc0e Cleaner","433.36",9,"3.53","Wet",4,"Pre-Order","5.0","2022-07-20"
"RB-0634","E671386e Cleaner","454.45",2,"4.99","Hybrid",2,"Out of Stock","3.9","2024-06-19"
"RB-0635","36b10357 Cleaner","248.90",2,"4.98","Hybrid",5,"Out of Stock","5.0","2020-08-03"
"RB-0636","8ab05b1d Cleaner","844.77",10,"2.85","Dry",2,"Out of Stock","4.1","2024-10-28"
"RB-0637","E14a6457 Cleaner","382.51",4,"2.81","Hybrid",5,"Out of Stock","3.6","2022-07-28"
"RB-0638","0ae0cd7d Cleaner","746.26",4,"2.92","Dry",1,"Out of Stock","3.7","2023-06-13"
"RB-0639","C221a2a0 Cleaner","202.82",6,"4.42","Hybrid",4,"Pre-Order","3.7","2022-12-11"
"RB-0640","Fedcb3cd Cleaner","249.50",9,"4.84","Hybrid",4,"In Stock","4.5","2022-02-25"
"RB-0641","4513450f Cleaner","627.08",4,"2.51","Dry",5,"In Stock","3.7","2020-11-15"
"RB-0642","29f91358 Cleaner","547.03",7,"3.42","Dry",3,"In Stock","3.1","2021-10-21"
"RB-0643","0332c37f Cleaner","726.39",1,"3.45","Wet",5,"In Stock","4.3","2020-07-15"
"RB-0644","41859b00 Cleaner","587.09",2,"3.09","Wet",3,"Pre-Order","3.1","2024-11-08"
"RB-0645","61bf245f Cleaner","812.87",9,"3.43","Dry",1,"Out of Stock","4.8","2023-02-19"
"RB-0646","B2fa6cae Cleaner","301.56",4,"2.47","Hybrid",3,"Pre-Order","4.4","2021-12-07"
"RB-0647","6035f6ae Cleaner","710.38",7,"4.28","Dry",4,"Pre-Order","4.0","2020-02-08"
"RB-0648","Ba50bf30 Cleaner","862.11",9,"2.14","Hybrid",3,"Out of Stock","4.3","2023-01-08"
"RB-0649","D783d095 Cleaner","890.01",4,"4.29","Wet",2,"In Stock","4.4","2021-11-20"
"RB-0650","2ce9fdcf Cleaner","839.87",4,"4.83","Dry",4,"Pre-Order","3.3","2021-01-17"
"RB-0651","F114ba38 Cleaner","663.93",6,"3.07","Hybrid",2,"Out of Stock","4.2","2025-01-29"
"RB-0652","Fb0e16e9 Cleaner","875.87",1,"4.04","Hybrid",3,"In Stock","3.2","2020-02-01"
"RB-0653","C8700765 Cleaner","889.97",3,"4.64","Wet",3,"Out of Stock","4.9","2024-11-22"
"RB-0654","Dc12e187 Cleaner","893.41",7,"3.64","Hybrid",4,"In Stock","3.1","2023-01-13"
"RB-0655","0b7e018e Cleaner","861.51",3,"3.8","Hybrid",2,"Out of Stock","3.9","2020-03-07"
"RB-0656","D1855093 Cleaner","949.15",9,"4.39","Dry",4,"In Stock","3.3","2022-03-16"
"RB-0657","C822a4bd Cleaner","739.10",10,"3.81","Dry",3,"Out of Stock","3.6","2024-03-29"
"RB-0658","4a789a12 Cleaner","657.38",5,"3.59","Hybrid",3,"Out of Stock","4.4","2022-05-27"
"RB-0659","98fd6857 Cleaner","346.17",6,"2.33","Dry",2,"In Stock","4.3","2020-06-04"
"RB-0660","F01e66fd Cleaner","965.91",9,"4.12","Wet",4,"In Stock","4.7","2022-03-26"
"RB-0661","Aad2871a Cleaner","498.90",8,"2.83","Wet",2,"Out of Stock","4.8","2023-11-02"
"RB-0662","79053186 Cleaner","967.41",9,"2.9","Wet",2,"In Stock","4.2","2021-12-16"
"RB-0663","749eaee1 Cleaner","308.76",1,"2.68","Hybrid",4,"Pre-Order","4.5","2020-05-30"
"RB-0664","6687217b Cleaner","499.87",9,"2.82","Wet",3,"Out of Stock","4.3","2022-06-18"
"RB-0665","C515e6c9 Cleaner","486.21",4,"2.93","Dry",3,"In Stock","3.5","2023-07-19"
"RB-0666","643603e7 Cleaner","768.68",2,"4.97","Hybrid",3,"Out of Stock","4.7","2024-02-19"
"RB-0667","Ce008084 Cleaner","779.37",9,"4.81","Wet",4,"Pre-Order","5.0","2024-09-07"
"RB-0668","2ccb195f Cleaner","779.15",4,"2.11","Wet",3,"Out of Stock","4.4","2024-07-24"
"RB-0669","71ed05f4 Cleaner","523.01",5,"2.05","Dry",3,"Pre-Order","3.9","2020-10-31"
"RB-0670","6ac36a57 Cleaner","304.68",10,"4.48","Hybrid",2,"Pre-Order","4.0","2024-08-17"
"RB-0671","Be81ea5d Cleaner","665.44",5,"2.46","Hybrid",4,"Out of Stock","3.5","2022-04-06"
"RB-0672","0d32f6ca Cleaner","297.22",6,"4.32","Hybrid",2,"Pre-Order","3.7","2024-03-03"
"RB-0673","5b9adf98 Cleaner","275.09",2,"2.31","Wet",3,"Pre-Order","3.6","2020-02-08"
"RB-0674","723813b1 Cleaner","267.56",3,"3.72","Dry",5,"Pre-Order","4.2","2021-12-25"
"RB-0675","Deac336b Cleaner","936.91",8,"3.83","Wet",2,"Out of Stock","4.6","2024-10-26"
"RB-0676","0d255538 Cleaner","244.53",9,"4.83","Dry",2,"Pre-Order","5.0","2020-12-03"
"RB-0677","4a34eac5 Cleaner","915.62",5,"2.29","Hybrid",3,"Pre-Order","5.0","2020-10-17"
"RB-0678","F0d36c12 Cleaner","498.16",2,"3.13","Hybrid",3,"Out of Stock","4.5","2025-01-06"
"RB-0679","D6142eaa Cleaner","627.18",10,"4.5","Dry",2,"Pre-Order","4.2","2023-03-01"
"RB-0680","B0df2e34 Cleaner","432.52",8,"3.64","Wet",2,"Pre-Order","3.5","2021-02-27"
"RB-0681","4551f67a Cleaner","632.31",9,"2.51","Hybrid",4,"Pre-Order","3.0","2021-06-10"
"RB-0682","33790a5a Cleaner","370.39",6,"4.45","Dry",2,"Pre-Order","4.2","2024-02-03"
"RB-0683","305f3826 Cleaner","783.47",6,"2.19","Hybrid",2,"Out of Stock","4.9","2021-07-15"
"RB-0684","4073ed6e Cleaner","319.73",8,"4.65","Wet",2,"Out of Stock","5.0","2022-07-24"
"RB-0685","651d9f98 Cleaner","426.22",5,"4.02","Hybrid",3,"Pre-Order","4.1","2021-10-27"
"RB-0686","3358ee91 Cleaner","362.91",5,"3.82","Dry",3,"Out of Stock","4.4","2020-07-09"
"RB-0687","C0afa5bb Cleaner","690.12",2,"3.89","Hybrid",1,"Pre-Order","3.5","2024-09-02"
"RB-0688","C909f496 Cleaner","265.95",6,"4.9","Wet",4,"Out of Stock","3.1","2022-06-21"
"RB-0689","Cf4d1629 Cleaner","405.57",7,"3.16","Wet",2,"Out of Stock","4.2","2021-08-16"
"RB-0690","C2732bf1 Cleaner","803.84",4,"3.53","Dry",3,"Pre-Order","3.2","2023-11-17"
"RB-0691","Ef717a00 Cleaner","278.95",7,"4.42","Dry",3,"In Stock","4.8","2024-07-02"
"RB-0692","5dcd165d Cleaner","285.38",3,"4.35","Wet",4,"In Stock","3.9","2024-10-29"
"RB-0693","0be30ca2 Cleaner","851.70",4,"4.49","Hybrid",2,"Pre-Order","4.2","2022-12-19"
"RB-0694","1c340d79 Cleaner","620.56",7,"3.19","Wet",1,"Out of Stock","4.7","2021-05-16"
"RB-0695","19eec76d Cleaner","994.89",8,"4.96","Hybrid",5,"Pre-Order","3.6","2024-05-13"
"RB-0696","E89b8826 Cleaner","232.03",5,"2.1","Hybrid",3,"Out of Stock","4.3","2020-07-27"
"RB-0697","7861a37d Cleaner","973.63",6,"2.54","Wet",4,"Out of Stock","3.5","2024-05-14"
"RB-0698","Bdc0a78a Cleaner","859.93",1,"3.73","Dry",2,"Pre-Order","3.6","2021-03-16"
"RB-0699","75853dd7 Cleaner","919.39",1,"4.49","Dry",2,"In Stock","4.9","2020-06-22"
"RB-0700","F72e0972 Cleaner","824.31",7,"2.65","Hybrid",2,"Pre-Order","3.8","2022-05-23"
"RB-0701","0f3d04f4 Cleaner","684.98",6,"2.77","Hybrid",2,"Pre-Order","3.3","2022-12-20"
"RB-0702","Bd81f00c Cleaner","351.05",6,"2.09","Dry",5,"Pre-Order","3.8","2025-01-23"
"RB-0703","1ff1b588 Cleaner","756.83",7,"2.84","Dry",4,"Out of Stock","4.1","2020-02-15"
"RB-0704","07845587 Cleaner","379.44",6,"4.14","Hybrid",4,"Out of Stock","4.2","2023-04-12"
"RB-0705","F1aa6008 Cleaner","202.55",8,"2.57","Dry",4,"Pre-Order","3.7","2020-10-22"
"RB-0706","21618841 Cleaner","344.74",8,"3.6","Hybrid",3,"Out of Stock","3.9","2022-02-10"
"RB-0707","4973b9ef Cleaner","367.43",9,"2.27","Dry",2,"In Stock","4.1","2020-10-05"
"RB-0708","3ddb2503 Cleaner","370.67",2,"3","Hybrid",4,"In Stock","4.9","2023-07-22"
"RB-0709","C9d638f2 Cleaner","964.49",9,"3.55","Hybrid",2,"Out of Stock","5.0","2022-01-20"
"RB-0710","D86a330d Cleaner","611.40",5,"3.16","Dry",3,"In Stock","4.2","2021-07-28"
"RB-0711","03820f44 Cleaner","281.42",9,"2.75","Wet",4,"Out of Stock","4.9","2023-10-04"
"RB-0712","A6efdb7a Cleaner","551.97",8,"3.39","Hybrid",3,"Out of Stock","4.9","2020-04-28"
"RB-0713","C75dc694 Cleaner","448.20",2,"2","Wet",4,"Pre-Order","5.0","2020-08-25"
"RB-0714","7c38c217 Cleaner","533.70",4,"3.69","Dry",2,"In Stock","4.5","2021-06-21"
"RB-0715","A2c09078 Cleaner","542.54",8,"3.83","Dry",4,"Out of Stock","4.3","2024-05-25"
"RB-0716","E752416f Cleaner","532.94",2,"3.65","Wet",3,"In Stock","3.5","2024-04-07"
"RB-0717","3b445ddb Cleaner","830.12",3,"3.75","Hybrid",5,"In Stock","4.1","2024-08-23"
"RB-0718","276a7b0b Cleaner","497.88",7,"3.54","Wet",5,"In Stock","3.9","2021-06-19"
"RB-0719","597204ee Cleaner","625.32",10,"3.01","Hybrid",5,"Out of Stock","3.1","2020-11-08"
"RB-0720","7d7d9459 Cleaner","898.74",6,"3.73","Wet",4,"Pre-Order","4.3","2022-03-23"
"RB-0721","01473696 Cleaner","809.46",8,"2.31","Dry",5,"In Stock","4.8","2024-08-26"
"RB-0722","F6fc697e Cleaner","458.79",3,"4.65","Hybrid",4,"Pre-Order","3.1","2021-09-14"
"RB-0723","C498b82f Cleaner","875.94",9,"3.23","Dry",4,"Pre-Order","3.6","2022-12-18"
"RB-0724","Ed86563c Cleaner","576.01",5,"3.6","Wet",1,"Out of Stock","4.7","2021-05-20"
"RB-0725","07b386c5 Cleaner","803.48",9,"2.22","Wet",4,"Out of Stock","4.5","2020-08-13"
"RB-0726","03c405cc Cleaner","434.81",2,"3.25","Wet",1,"In Stock","4.4","2020-10-28"
"RB-0727","3f872d2c Cleaner","501.36",8,"3.26","Hybrid",2,"Out of Stock","3.4","2025-01-04"
"RB-0728","B59649f7 Cleaner","503.89",10,"2.96","Wet",2,"In Stock","3.5","2024-08-26"
"RB-0729","485dd21b Cleaner","581.10",9,"4.31","Wet",4,"In Stock","3.0","2024-12-07"
"RB-0730","40a6f366 Cleaner","720.79",8,"2.72","Hybrid",5,"Out of Stock","4.7","2021-05-05"
"RB-0731","F49c1568 Cleaner","908.39",8,"4.53","Wet",2,"Pre-Order","3.5","2023-10-15"
"RB-0732","38e71fc4 Cleaner","248.97",8,"3.07","Wet",2,"In Stock","4.1","2023-12-20"
"RB-0733","91174e44 Cleaner","830.18",8,"3.72","Hybrid",5,"Out of Stock","3.3","2022-10-03"
"RB-0734","64043bf4 Cleaner","528.22",2,"4.09","Dry",2,"Pre-Order","3.6","2020-06-05"
"RB-0735","A8414268 Cleaner","965.58",9,"3.72","Wet",2,"Out of Stock","3.9","2022-06-20"
"RB-0736","29b4083d Cleaner","292.93",2,"3.45","Hybrid",1,"Out of Stock","3.9","2024-08-23"
"RB-0737","9c6cca23 Cleaner","951.47",5,"4.04","Hybrid",4,"Out of Stock","4.4","2023-10-15"
"RB-0738","8d00fe74 Cleaner","982.25",7,"3.7","Dry",1,"Out of Stock","3.5","2023-08-10"
"RB-0739","24f92780 Cleaner","681.97",7,"3.86","Dry",3,"Out of Stock","4.0","2023-02-19"
"RB-0740","9499156b Cleaner","703.86",9,"4.15","Dry",5,"Pre-Order","3.9","2023-10-09"
"RB-0741","51d5892a Cleaner","759.69",7,"4.52","Dry",1,"In Stock","4.7","2024-10-02"
"RB-0742","36b36775 Cleaner","993.45",8,"4.73","Hybrid",5,"Pre-Order","3.4","2021-07-27"
"RB-0743","C398125f Cleaner","383.61",6,"3.42","Wet",4,"Out of Stock","3.3","2022-03-22"
